"subj","exp","cond","item","order","reg","word","rt","zrt","res","zres","acc","at","len","rtmean","rtsd","upperbound","lowerbound"
24,"PL","c",12,45,7,"遂行した。",2584,0.908,1991.59,1.025,100,"low","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",15,80,7,"ご馳走した。",1545,1.48,933.65,1.687,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","a",14,21,7,"伝えた。",378,-0.791,-195.46,-0.686,100,"high","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","a",18,90,7,"語った。",417,-0.702,-156.46,-0.59,100,"high","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","d",1,33,7,"破った。",375,-0.596,-198.46,-0.543,100,"low","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",23,56,7,"ささげた。",456,-0.5,-136.41,-0.455,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","d",9,68,7,"検討した。",1896,0.805,1303.59,0.937,100,"low","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","d",17,11,7,"忘れていた。",3263,2.063,2651.65,2.266,100,"low","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","a",6,82,7,"贈った。",385,-0.775,-188.46,-0.669,100,"high","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",7,64,7,"投げた。",1211,0.872,637.54,1.095,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","c",24,94,7,"心配していた。",374,-0.625,-256.29,-0.633,100,"low","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","d",5,100,7,"懐かしがった。",215,-0.743,-415.29,-0.756,100,"low","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","d",21,54,7,"尊重した。",587,-0.401,-5.41,-0.352,100,"low","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",3,9,7,"説明した。",488,-0.442,-104.41,-0.391,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",19,96,7,"求めた。",989,0.469,415.54,0.65,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","a",2,37,7,"報告した。",746,0.043,153.59,0.174,100,"high","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","c",20,51,7,"知っていた。",3392,1.468,2780.65,1.607,100,"low","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","c",16,27,7,"味見した。",514,-0.527,-78.41,-0.502,100,"low","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","c",8,7,7,"疑った。",2987,1.187,2413.54,1.336,100,"low","short",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
24,"PL","b",11,23,7,"手渡した。",3618,5.248,3025.59,5.876,100,"high","long",1228.17391304348,1130.1134155543,4618.51415970638,-2162.16633361943
25,"PL","b",10,35,7,"任せた。",1662,1.692,843.79,1.508,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","a",9,59,7,"保証した。",462,-0.6,-416.27,-1.23,100,"high","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","c",19,68,7,"無くした。",1190,-0.059,311.73,-0.214,100,"low","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","d",16,21,7,"味見した。",1359,0.31,480.73,0.127,100,"low","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","d",24,62,7,"心配していた。",1694,0.619,695.61,0.338,100,"low","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","a",5,76,7,"あげた。",494,-0.528,-324.21,-1.003,100,"high","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","c",7,86,7,"落とした。",1054,-0.153,175.73,-0.314,100,"low","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","a",13,92,7,"知らせた。",621,-0.24,-257.27,-0.838,100,"high","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","d",8,45,7,"疑った。",1390,0.339,571.79,0.216,100,"low","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","c",11,80,7,"盗んだ。",1854,0.402,1035.79,0.32,100,"low","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","a",17,49,7,"許可した。",670,-0.129,-208.27,-0.718,100,"high","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","b",6,19,7,"贈った。",1134,0.732,315.79,0.45,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","d",12,11,7,"遂行した。",1022,0,143.73,-0.205,100,"low","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","b",22,70,7,"渡した。",774,0.078,-44.21,-0.271,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","c",15,33,7,"撮影した。",1958,0.474,1079.73,0.352,100,"low","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","b",2,90,7,"報告した。",894,0.296,15.73,-0.151,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","b",14,74,7,"伝えた。",1894,2.114,1075.79,1.972,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","a",1,88,7,"見せた。",434,-0.664,-384.21,-1.151,100,"high","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","d",4,15,7,"壊した。",1134,0.103,315.79,-0.036,100,"low","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","c",23,100,7,"からかった。",1830,0.385,891.67,0.214,100,"low","short",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
25,"PL","b",18,72,7,"語った。",886,0.282,67.79,-0.046,100,"high","long",1162.38095238095,502.566162429433,2670.07943966925,-345.317534907348
26,"PL","b",21,22,7,"言った。",342,-0.708,-68.54,-0.319,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",22,74,7,"汚した。",318,-0.663,-92.54,-0.512,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","b",17,56,7,"許可した。",806,0.136,373.47,0.566,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",20,30,7,"説明した。",726,-0.002,293.47,0.519,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",11,100,7,"盗んだ。",326,-0.641,-84.54,-0.43,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","b",9,9,7,"保証した。",678,-0.097,245.47,0.309,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","b",13,66,7,"知らせた。",278,-0.824,-154.53,-0.491,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",10,13,7,"再検討した。",478,-0.552,23.48,-0.427,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","b",5,18,7,"あげた",502,-0.417,113.45,0.045,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",19,54,7,"無くした。",1951.20412461825,1.105,1789.47,1.416,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",7,24,7,"落とした。",1094,0.066,661.47,0.305,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",3,44,7,"違反した。",398,-0.575,-34.53,-0.381,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",15,16,7,"撮影した。",1094,0.066,661.47,0.305,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",12,52,7,"話した。",462,-0.6,51.46,-0.078,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",2,34,7,"まとめた。",518,-0.525,85.47,-0.381,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",18,40,7,"克服した。",310,-0.669,-122.53,-0.534,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","b",1,82,7,"見せた。",342,-0.708,-68.54,-0.319,100,"high","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",24,48,7,"払った。",1006,0.632,595.46,1.263,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","d",23,96,7,"からかった。",214,-0.744,-240.52,-0.584,100,"low","long",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",6,98,7,"愛した。",710,-0.392,299.46,-0.223,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",8,28,7,"勧めた。",542,-0.419,131.46,0.119,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",16,60,7,"与えた。",310,-0.944,-100.54,-0.452,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","a",4,86,7,"返却した。",1094,0.831,661.47,1.426,100,"high","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
26,"PL","c",14,70,7,"実現した。",310,-0.669,-122.53,-0.534,100,"low","short",628.333333333333,440.956930428306,1951.20412461825,-694.537457951584
27,"PL","a",19,17,7,"求めた。",598,-0.292,-256.48,-0.837,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",18,76,7,"克服した。",2118,1.009,1165.76,0.802,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","c",13,11,7,"応援した。",2174,0.624,1221.76,0.457,100,"low","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","a",11,88,7,"手渡した。",830,0.233,-122.24,-0.506,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",24,98,7,"払った。",1182,0.82,327.52,0.474,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",2,96,7,"まとめた。",886,-0.125,-66.24,-0.412,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","c",21,65,7,"尊重した。",645,-0.437,-307.24,-0.671,100,"low","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",6,63,7,"愛した。",2446,1.311,1591.52,1.221,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",10,47,7,"再検討した。",2094,0.987,1044,0.682,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","a",15,90,7,"ご馳走した。",1534,1.827,484,0.988,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",14,94,7,"実現した。",454,-0.523,-498.24,-0.838,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","a",3,69,7,"説明した。",670,-0.129,-282.24,-0.9,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",20,19,7,"説明した。",806,0.136,-146.24,-0.475,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","a",23,71,7,"ささげた。",1214,1.103,261.76,0.441,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",16,61,7,"与えた。",622,-0.198,-232.48,-0.648,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","a",7,57,7,"投げた。",990,0.595,135.52,0.13,100,"high","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","c",5,35,7,"懐かしがった。",838,-0.303,-309.77,-0.672,100,"low","short",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",4,74,7,"返却した。",470,-0.475,-482.24,-1.148,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","d",22,80,7,"汚した。",350,-0.619,-504.48,-0.844,100,"low","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",12,86,7,"話した。",614,-0.213,-240.48,-0.664,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
27,"PL","b",8,92,7,"勧めた。",637,-0.171,-217.48,-0.617,100,"high","long",1055.80952380952,638.051300370716,2969.96342492167,-858.344377302625
28,"PL","d",17,60,7,"忘れていた。",566,-0.42,-251.54,-0.595,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",23,94,7,"ささげた。",710,-0.038,-13.96,-0.21,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",7,28,7,"投げた。",398,-0.606,-232.37,-0.647,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","a",6,90,7,"贈った。",630,-0.22,-0.37,-0.205,100,"high","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",16,52,7,"味見した。",582,-0.48,-141.96,-0.549,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",24,78,7,"心配していた。",606,-0.464,-305.13,-0.669,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",8,44,7,"疑った。",1478,0.141,847.63,0.181,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","a",22,56,7,"渡した。",1110,0.867,479.63,0.978,100,"high","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",4,62,7,"壊した。",2174,0.624,1543.63,0.695,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",19,36,7,"求めた。",1574,1.532,943.63,1.707,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",12,64,7,"遂行した。",2014,0.513,1290.04,0.508,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","a",18,22,7,"語った。",478,-0.564,-152.37,-0.58,100,"high","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",3,96,7,"説明した。",790,0.107,66.04,-0.05,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",11,76,7,"手渡した。",638,-0.169,-85.96,-0.354,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","b",15,18,7,"ご馳走した。",830,0.18,12.46,-0.157,100,"high","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","a",2,48,7,"報告した。",470,-0.582,-253.96,-0.83,100,"high","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","d",13,32,7,"応援した。",886,-0.125,162.04,-0.187,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","d",21,88,7,"尊重した。",1646,0.574,922.04,0.561,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","d",9,46,7,"検討した。",590,-0.398,-133.96,-0.479,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","d",5,74,7,"懐かしがった。",526,-0.457,-385.13,-0.726,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","c",20,84,7,"知っていた。",502,-0.536,-315.54,-0.677,100,"low","short",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
28,"PL","d",1,68,7,"破った。",501,-0.48,-129.37,-0.474,100,"low","long",895.409090909091,530.727681861774,2487.59213649441,-696.773954676231
29,"PL","b",6,89,7,"贈った。",398,-0.606,-169.85,-0.522,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","a",13,44,7,"知らせた。",590,-0.31,-18.36,-0.25,100,"high","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","d",8,10,7,"疑った。",406,-0.567,-161.85,-0.506,100,"low","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","a",5,67,7,"あげた。",470,-0.582,-97.85,-0.446,100,"high","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","c",3,52,7,"違反した。",454,-0.569,-154.36,-0.558,100,"low","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","b",10,40,7,"任せた。",462,-0.489,-105.85,-0.394,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","c",23,38,7,"からかった。",646,-0.436,-2.88,-0.446,100,"low","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","d",24,48,7,"心配していた。",702,-0.295,12.61,-0.335,100,"low","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","a",9,16,7,"保証した。",518,-0.473,-90.36,-0.427,100,"high","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","d",4,50,7,"壊した。",422,-0.552,-145.85,-0.491,100,"low","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","b",2,101,7,"報告した。",350,-0.693,-258.36,-0.699,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","b",14,56,7,"伝えた。",574,-0.286,6.15,-0.17,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","c",15,60,7,"撮影した。",742,-0.369,133.64,-0.345,100,"low","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","d",16,26,7,"味見した。",941,-0.075,332.64,-0.019,100,"low","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","c",11,85,7,"盗んだ。",422,-0.591,-145.85,-0.552,100,"low","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","a",1,95,7,"見せた。",454,-0.618,-113.85,-0.485,100,"high","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","c",19,36,7,"無くした。",350,-0.641,-258.36,-0.635,100,"low","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","b",18,32,7,"語った。",462,-0.489,-105.85,-0.394,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","d",20,73,7,"知っていた。",542,-0.442,-106.88,-0.452,100,"low","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","b",22,79,7,"渡した。",430,-0.548,-137.85,-0.458,100,"high","long",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
29,"PL","a",17,22,7,"許可した。",1325.77098910776,1.701,869.64,1.939,100,"high","short",562.52380952381,254.415726527984,1325.77098910776,-200.723370060142
30,"PL","a",4,17,7,"返却した。",526,-0.455,64.34,-0.046,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",21,86,7,"言った。",302,-0.78,-143.39,-0.469,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","a",24,27,7,"払った。",414,-0.709,-31.39,-0.282,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",9,70,7,"保証した。",318,-0.751,-143.66,-0.47,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","a",20,11,7,"説明した。",406,-0.727,-55.66,-0.342,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",5,54,7,"あげた",350,-0.693,-79.13,-0.34,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",15,80,7,"撮影した。",350,-0.619,-111.66,-0.457,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",6,74,7,"愛した。",494,-0.541,48.61,-0.408,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",18,88,7,"克服した。",342,-0.647,-119.66,-0.532,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","a",16,100,7,"与えた。",294,-0.981,-151.39,-0.578,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","a",12,50,7,"話した。",342,-0.872,-103.39,-0.459,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","a",8,41,7,"勧めた。",494,-0.528,48.61,-0.085,100,"high","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",19,9,7,"無くした。",867.451200332563,-0.125,424.34,0.071,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",22,76,7,"汚した。",326,-0.658,-119.39,-0.532,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",11,84,7,"盗んだ。",302,-0.663,-143.39,-0.488,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",10,98,7,"再検討した。",318,-0.663,-159.92,-0.562,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",2,25,7,"まとめた。",430,-0.586,-31.66,-0.467,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","c",14,31,7,"実現した。",310,-0.669,-151.66,-0.556,100,"low","short",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",7,19,7,"落とした。",806,-0.199,344.34,-0.008,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",17,45,7,"許可した。",342,-0.708,-119.66,-0.422,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",1,66,7,"見せた。",333,-0.724,-112.39,-0.407,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","b",13,37,7,"知らせた。",510,-0.402,48.34,-0.085,100,"high","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",23,90,7,"からかった。",310,-0.656,-167.92,-0.512,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
30,"PL","d",3,13,7,"違反した。",390,-0.582,-71.66,-0.418,100,"low","long",412.291666666667,151.719844555299,867.451200332563,-42.86786699923
31,"PL","a",23,96,7,"ささげた。",1806,2.443,578.67,1.222,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","a",19,46,7,"求めた。",2302,3.567,1170.64,2.68,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","c",1,80,7,"破った。",2635,0.943,1503.64,0.665,100,"low","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","c",9,74,7,"検討した。",1606,0.23,378.67,-0.165,100,"low","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","b",24,66,7,"払った。",1894,2.114,762.64,1.345,100,"high","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","b",12,29,7,"話した。",1326,1.081,194.64,0.208,100,"high","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","d",10,70,7,"再検討した。",2094,0.987,770.69,0.412,100,"low","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","d",22,100,7,"汚した。",1558,0.493,426.64,0.073,100,"low","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","b",4,15,7,"返却した。",2110,2.507,882.67,1.585,100,"high","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","c",5,48,7,"懐かしがった。",2630,0.94,1210.72,0.449,100,"low","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","a",7,94,7,"投げた。",1421,1.571,289.64,0.509,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","d",2,13,7,"まとめた。",1990,0.891,762.67,0.404,100,"low","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","a",11,39,7,"手渡した。",2318,3.603,1090.67,2.483,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","a",3,62,7,"説明した。",910,0.414,-317.33,-0.986,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","b",8,90,7,"勧めた。",814,0.151,-317.36,-0.817,100,"high","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","b",20,33,7,"説明した。",1726,1.809,498.67,0.816,100,"high","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","d",14,58,7,"実現した。",1534,0.471,306.67,-0.045,100,"low","long",1776,524.946719985495,3350.84015995648,201.159840043516
31,"PL","a",15,60,7,"ご馳走した。",1294,1.284,-29.31,-0.277,100,"high","short",1776,524.946719985495,3350.84015995648,201.159840043516
32,"PL","c",16,24,7,"味見した。",550,-0.503,-253.04,-0.631,100,"low","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","a",22,70,7,"渡した。",1262,1.211,509.46,1.051,100,"high","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","d",13,84,7,"応援した。",2742,1.584,1938.96,1.563,100,"low","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","d",9,48,7,"検討した。",918,-0.096,114.96,-0.234,100,"low","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","d",5,56,7,"懐かしがった。",1606,0.538,701.97,0.345,100,"low","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","a",14,42,7,"伝えた。",942,0.487,189.46,0.262,100,"high","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","a",2,100,7,"報告した。",629,-0.222,-174.04,-0.633,100,"high","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","c",24,40,7,"心配していた。",3452.21371311404,1.561,2621.97,1.49,100,"low","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","d",21,8,7,"尊重した。",606,-0.383,-197.04,-0.541,100,"low","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","d",1,44,7,"破った。",1606,0.538,853.46,0.494,100,"low","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","b",15,50,7,"ご馳走した。",1398,1.212,544.47,0.908,100,"high","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","b",23,94,7,"ささげた。",1470,1.343,666.96,1.153,100,"high","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","a",10,36,7,"任せた。",645,-0.186,-107.54,-0.469,100,"high","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","c",12,62,7,"遂行した。",1918,0.446,1114.96,0.378,100,"low","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","b",11,72,7,"手渡した。",622,-0.198,-181.04,-0.545,100,"high","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","a",18,52,7,"語った。",646,-0.184,-106.54,-0.467,100,"high","short",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
32,"PL","b",7,76,7,"投げた。",1030,0.543,277.46,0.374,100,"high","long",1224.45454545455,742.58638921983,3452.21371311404,-1003.30462220495
